4748440010857172|03|2028|681
4748440010887583|03|2028|438
4748440010423686|03|2028|716
4748440010601612|03|2028|397
4748440010225610|03|2028|696
4748440010227582|03|2028|228
4748440010284468|03|2028|746
4748440010476346|03|2028|462
4748440010075726|03|2028|782
4748440010184346|03|2028|811
4748440010244454|03|2028|812
4748440010263702|03|2028|346
4748440010630355|03|2028|811
4748440010252747|03|2028|861
4748440010545132|03|2028|676
4748440010506456|03|2028|689
4748440010106570|03|2028|392
4748440010338207|03|2028|500
4748440010050455|03|2028|741
4748440010371448|03|2028|962
4748440010053285|03|2028|772
4748440010847785|03|2028|171
4748440010225115|03|2028|786
4748440010335633|03|2028|471
4748440010443122|03|2028|976
4748440010185616|03|2028|629
4748440010002068|03|2028|701
4748440010206727|03|2028|970
4748440010072830|03|2028|925
4748440010654264|03|2028|559
4748440010456710|03|2028|670
4748440010768833|03|2028|880
4748440010307004|03|2028|136
4748440010800636|03|2028|858
4748440010587621|03|2028|493
4748440010148812|03|2028|515
4748440010366075|03|2028|158
4748440010885421|03|2028|838
4748440010317284|03|2028|682
4748440010837661|03|2028|506
4748440010181631|03|2028|307
4748440010660634|03|2028|499
4748440010161633|03|2028|353
4748440010643200|03|2028|464
4748440010110432|03|2028|578
4748440010581525|03|2028|697
4748440010586284|03|2028|870
4748440010150602|03|2028|889
4748440010706387|03|2028|557
4748440010334412|03|2028|594
4748440010481676|03|2028|134
4748440010422241|03|2028|235
4748440010653340|03|2028|128
4748440010670062|03|2028|550
4748440010325840|03|2028|117
4748440010376801|03|2028|161
4748440010060801|03|2028|816
4748440010722236|03|2028|134
4748440010285770|03|2028|526
4748440010848700|03|2028|338
4748440010286851|03|2028|934
4748440010210547|03|2028|519
4748440010644240|03|2028|557
4748440010110572|03|2028|933
4748440010463328|03|2028|723
4748440010401047|03|2028|880
4748440010717665|03|2028|659
4748440010105655|03|2028|444
4748440010770334|03|2028|113
4748440010643846|03|2028|118
4748440010603725|03|2028|880
4748440010267273|03|2028|575
4748440010732318|03|2028|289
4748440010202254|03|2028|900
4748440010883103|03|2028|887
4748440010543343|03|2028|540
4748440010528286|03|2028|371
4748440010054788|03|2028|721
4748440010674536|03|2028|783
4748440010500848|03|2028|798
4748440010805254|03|2028|654
4748440010536313|03|2028|613
4748440010453006|03|2028|250
4748440010151006|03|2028|797
4748440010407416|03|2028|191
4748440010875364|03|2028|872
4748440010041702|03|2028|438
4748440010543764|03|2028|488
4748440010875232|03|2028|743
4748440010047261|03|2028|369
4748440010715271|03|2028|658
4748440010141437|03|2028|430
4748440010564034|03|2028|798
4748440010614524|03|2028|583
4748440010448857|03|2028|232
4748440010561030|03|2028|776
4748440010403100|03|2028|451
4748440010661723|03|2028|570
4748440010268743|03|2028|960
4748440010066527|03|2028|386
4748440010055850|03|2028|649
4748440010363882|03|2028|731
4748440010421862|03|2028|440
4748440010638788|03|2028|484
4748440010671565|03|2028|730
4748440010156435|03|2028|802
4748440010203138|03|2028|804
4748440010505532|03|2028|893
4748440010627526|03|2028|640
4748440010232152|03|2028|542
4748440010030788|03|2028|643
4748440010111810|03|2028|477
4748440010667514|03|2028|614
4748440010688015|03|2028|213
4748440010268644|03|2028|914
4748440010131081|03|2028|365
4748440010862842|03|2028|739
4748440010663828|03|2028|440
4748440010856513|03|2028|351
4748440010712880|03|2028|432
4748440010575022|03|2028|878
4748440010212022|03|2028|228
4748440010301783|03|2028|917
4748440010234182|03|2028|135
4748440010307574|03|2028|887
4748440010614201|03|2028|986
4748440010623004|03|2028|116
4748440010212568|03|2028|227
4748440010804018|03|2028|511
4748440010425053|03|2028|172
4748440010222872|03|2028|461
4748440010150735|03|2028|634
4748440010843883|03|2028|598
4748440010771860|03|2028|838
4748440010408075|03|2028|801
4748440010413315|03|2028|366
4748440010006424|03|2028|287
4748440010111117|03|2028|938
4748440010674817|03|2028|450
4748440010668488|03|2028|889
4748440010816210|03|2028|224
4748440010581467|03|2028|543
4748440010831748|03|2028|823
4748440010872528|03|2028|382
4748440010078381|03|2028|549
4748440010815287|03|2028|222
4748440010768783|03|2028|926
4748440010527346|03|2028|934
4748440010854120|03|2028|969
4748440010854120|03|2028|358
4748440010163860|03|2028|791
4748440010371422|03|2028|320
4748440010277470|03|2028|939
4748440010165683|03|2028|185
4748440010255831|03|2028|347
4748440010233432|03|2028|510
4748440010226170|03|2028|215
4748440010460647|03|2028|396
4748440010337217|03|2028|125
4748440010157557|03|2028|954
4748440010743075|03|2028|860
4748440010871488|03|2028|753
4748440010518410|03|2028|144
4748440010507546|03|2028|580
4748440010551585|03|2028|377
4748440010102215|03|2028|978
4748440010562038|03|2028|177
4748440010844154|03|2028|518
4748440010164744|03|2028|939
4748440010748405|03|2028|839
4748440010616156|03|2028|742
4748440010688254|03|2028|429
4748440010826565|03|2028|656
4748440010551502|03|2028|132
4748440010221585|03|2028|549
4748440010745757|03|2028|826
4748440010714365|03|2028|779
4748440010078282|03|2028|225
4748440010780622|03|2028|841
